FECHA HECHO;COD_DEPTO;DEPARTAMENTO;COD_MUNI;MUNICIPIO;CANTIDAD
2/01/2003;76;VALLE DEL CAUCA;76001;CALI;1
3/01/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/01/2003;76;VALLE DEL CAUCA;76520;PALMIRA;1
9/01/2003;5;ANTIOQUIA;5001;MEDELLIN;1
10/01/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/01/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
11/01/2003;76;VALLE DEL CAUCA;76147;CARTAGO;1
15/01/2003;76;VALLE DEL CAUCA;76001;CALI;1
15/01/2003;76;VALLE DEL CAUCA;76122;CAICEDONIA;1
17/01/2003;13;BOLÍVAR;13001;CARTAGENA;1
21/01/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
21/01/2003;68;SANTANDER;68081;BARRANCABERMEJA;1
22/01/2003;76;VALLE DEL CAUCA;76001;CALI;1
23/01/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
29/01/2003;5;ANTIOQUIA;5001;MEDELLIN;1
29/01/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/02/2003;15;BOYACÁ;15646;SAMACA;1
4/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
6/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/02/2003;5;ANTIOQUIA;5631;SABANETA;1
7/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
10/02/2003;13;BOLÍVAR;13001;CARTAGENA;1
11/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
14/02/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
14/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
14/02/2003;76;VALLE DEL CAUCA;76001;CALI;1
15/02/2003;52;NARIÑO;52001;PASTO;1
17/02/2003;47;MAGDALENA;47189;CIENAGA;1
19/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
20/02/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;2
20/02/2003;70;SUCRE;70215;COROZAL;1
21/02/2003;5;ANTIOQUIA;5001;MEDELLIN;1
21/02/2003;44;LA GUAJIRA;44001;RIOHACHA;1
21/02/2003;76;VALLE DEL CAUCA;76001;CALI;1
26/02/2003;13;BOLÍVAR;13001;CARTAGENA;1
27/02/2003;44;LA GUAJIRA;44001;RIOHACHA;1
3/03/2003;13;BOLÍVAR;13001;CARTAGENA;1
4/03/2003;76;VALLE DEL CAUCA;76001;CALI;1
5/03/2003;17;CALDAS;17001;MANIZALES;1
5/03/2003;41;HUILA;41001;NEIVA;1
6/03/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/03/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/03/2003;13;BOLÍVAR;13670;SAN PABLO;2
9/03/2003;50;META;50001;VILLAVICENCIO;1
12/03/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
13/03/2003;5;ANTIOQUIA;5001;MEDELLIN;1
14/03/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/03/2003;5;ANTIOQUIA;5001;MEDELLIN;1
17/03/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/03/2003;13;BOLÍVAR;13001;CARTAGENA;1
18/03/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
19/03/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
20/03/2003;5;ANTIOQUIA;5001;MEDELLIN;1
20/03/2003;66;RISARALDA;66682;SANTA ROSA DE CABAL;1
20/03/2003;76;VALLE DEL CAUCA;76001;CALI;1
20/03/2003;76;VALLE DEL CAUCA;76622;ROLDANILLO;1
24/03/2003;5;ANTIOQUIA;5001;MEDELLIN;1
24/03/2003;15;BOYACÁ;15176;CHIQUINQUIRA;1
31/03/2003;76;VALLE DEL CAUCA;76001;CALI;1
1/04/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
3/04/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/04/2003;13;BOLÍVAR;13001;CARTAGENA;1
10/04/2003;44;LA GUAJIRA;44001;RIOHACHA;1
11/04/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
12/04/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
12/04/2003;47;MAGDALENA;47001;SANTA MARTA;1
16/04/2003;85;CASANARE;85162;MONTERREY;1
21/04/2003;5;ANTIOQUIA;5001;MEDELLIN;1
21/04/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
24/04/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/05/2003;66;RISARALDA;66682;SANTA ROSA DE CABAL;1
8/05/2003;76;VALLE DEL CAUCA;76001;CALI;1
9/05/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
14/05/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
14/05/2003;20;CESAR;20001;VALLEDUPAR;1
15/05/2003;13;BOLÍVAR;13001;CARTAGENA;1
18/05/2003;25;CUNDINAMARCA;25899;ZIPAQUIRA;1
21/05/2003;19;CAUCA;19743;SILVIA;1
23/05/2003;76;VALLE DEL CAUCA;76147;CARTAGO;1
24/05/2003;41;HUILA;41396;LA PLATA;1
27/05/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
30/05/2003;76;VALLE DEL CAUCA;76001;CALI;1
3/06/2003;5;ANTIOQUIA;5001;MEDELLIN;1
4/06/2003;68;SANTANDER;68001;BUCARAMANGA;1
6/06/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
6/06/2003;66;RISARALDA;66001;PEREIRA;1
6/06/2003;76;VALLE DEL CAUCA;76001;CALI;1
12/06/2003;17;CALDAS;17001;MANIZALES;1
13/06/2003;5;ANTIOQUIA;5001;MEDELLIN;1
13/06/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
18/06/2003;50;META;50001;VILLAVICENCIO;1
20/06/2003;13;BOLÍVAR;13001;CARTAGENA;1
20/06/2003;76;VALLE DEL CAUCA;76001;CALI;1
26/06/2003;66;RISARALDA;66001;PEREIRA;1
1/07/2003;25;CUNDINAMARCA;25175;CHIA;1
1/07/2003;76;VALLE DEL CAUCA;76001;CALI;1
4/07/2003;5;ANTIOQUIA;5001;MEDELLIN;1
4/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
5/07/2003;73;TOLIMA;73001;IBAGUE;1
8/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
11/07/2003;5;ANTIOQUIA;5001;MEDELLIN;1
11/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
16/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
21/07/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
21/07/2003;47;MAGDALENA;47001;SANTA MARTA;1
22/07/2003;52;NARIÑO;52001;PASTO;1
25/07/2003;5;ANTIOQUIA;5001;MEDELLIN;1
25/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/07/2003;5;ANTIOQUIA;5001;MEDELLIN;1
29/07/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
29/07/2003;13;BOLÍVAR;13001;CARTAGENA;1
30/07/2003;52;NARIÑO;52838;TUQUERRES;1
1/08/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/08/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
8/08/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/08/2003;54;NORTE DE SANTANDER;54001;CUCUTA;1
11/08/2003;5;ANTIOQUIA;5001;MEDELLIN;1
15/08/2003;73;TOLIMA;73275;FLANDES;1
16/08/2003;54;NORTE DE SANTANDER;54001;CUCUTA;1
19/08/2003;76;VALLE DEL CAUCA;76001;CALI;1
20/08/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
21/08/2003;73;TOLIMA;73001;IBAGUE;1
27/08/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/08/2003;68;SANTANDER;68081;BARRANCABERMEJA;1
2/09/2003;8;ATLÁNTICO;8638;SABANALARGA;1
3/09/2003;54;NORTE DE SANTANDER;54001;CUCUTA;1
6/09/2003;5;ANTIOQUIA;5045;APARTADO;1
10/09/2003;76;VALLE DEL CAUCA;76001;CALI;1
11/09/2003;81;ARAUCA;81001;ARAUCA;1
12/09/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/09/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
18/09/2003;68;SANTANDER;68001;BUCARAMANGA;1
19/09/2003;5;ANTIOQUIA;5001;MEDELLIN;1
19/09/2003;13;BOLÍVAR;13001;CARTAGENA;1
22/09/2003;19;CAUCA;19001;POPAYAN;1
22/09/2003;73;TOLIMA;73026;ALVARADO;1
23/09/2003;5;ANTIOQUIA;5001;MEDELLIN;2
25/09/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
30/09/2003;15;BOYACÁ;15001;TUNJA;1
1/10/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
2/10/2003;13;BOLÍVAR;13001;CARTAGENA;1
3/10/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/10/2003;19;CAUCA;19001;POPAYAN;1
20/10/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
20/10/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
24/10/2003;76;VALLE DEL CAUCA;76001;CALI;1
29/10/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
29/10/2003;76;VALLE DEL CAUCA;76001;CALI;1
30/10/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
30/10/2003;50;META;50001;VILLAVICENCIO;1
4/11/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
14/11/2003;5;ANTIOQUIA;5038;ANGOSTURA;1
14/11/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
15/11/2003;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/11/2003;41;HUILA;41001;NEIVA;1
15/11/2003;76;VALLE DEL CAUCA;76823;TORO;1
19/11/2003;8;ATLÁNTICO;8001;BARRANQUILLA;2
19/11/2003;41;HUILA;41668;SAN AGUSTIN;1
20/11/2003;13;BOLÍVAR;13001;CARTAGENA;1
22/11/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
22/11/2003;76;VALLE DEL CAUCA;76001;CALI;1
1/12/2003;41;HUILA;41298;GARZON;1
2/12/2003;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/12/2003;5;ANTIOQUIA;5001;MEDELLIN;1
10/12/2003;76;VALLE DEL CAUCA;76001;CALI;1
11/12/2003;20;CESAR;20621;LA PAZ;1
15/12/2003;76;VALLE DEL CAUCA;76001;CALI;1
23/12/2003;8;ATLÁNTICO;8078;BARANOA;1
23/12/2003;13;BOLÍVAR;13001;CARTAGENA;1
26/12/2003;5;ANTIOQUIA;5315;GUADALUPE;1
29/12/2003;68;SANTANDER;68081;BARRANCABERMEJA;1
30/12/2003;68;SANTANDER;68861;VELEZ;1
4/01/2004;17;CALDAS;17001;MANIZALES;1
15/01/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/01/2004;76;VALLE DEL CAUCA;76001;CALI;1
24/01/2004;5;ANTIOQUIA;5001;MEDELLIN;1
27/01/2004;76;VALLE DEL CAUCA;76497;OBANDO;1
29/01/2004;76;VALLE DEL CAUCA;76130;CANDELARIA;1
2/02/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
4/02/2004;19;CAUCA;19573;PUERTO TEJADA;1
6/02/2004;5;ANTIOQUIA;5001;MEDELLIN;1
10/02/2004;13;BOLÍVAR;13001;CARTAGENA;1
10/02/2004;66;RISARALDA;66170;DOSQUEBRADAS;1
17/02/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
19/02/2004;15;BOYACÁ;15837;TUTA;1
21/02/2004;70;SUCRE;70001;SINCELEJO;1
23/02/2004;5;ANTIOQUIA;5001;MEDELLIN;1
27/02/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
12/03/2004;47;MAGDALENA;47001;SANTA MARTA;1
16/03/2004;15;BOYACÁ;15835;TURMEQUE;1
20/03/2004;19;CAUCA;19001;POPAYAN;1
28/03/2004;5;ANTIOQUIA;5001;MEDELLIN;1
31/03/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
12/04/2004;47;MAGDALENA;47170;CHIBOLO;1
16/04/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/04/2004;76;VALLE DEL CAUCA;76001;CALI;1
29/04/2004;5;ANTIOQUIA;5001;MEDELLIN;1
29/04/2004;19;CAUCA;19212;CORINTO;1
30/04/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
3/05/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
5/05/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
13/05/2004;70;SUCRE;70001;SINCELEJO;1
14/05/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
21/05/2004;68;SANTANDER;68001;BUCARAMANGA;1
23/05/2004;52;NARIÑO;52001;PASTO;1
1/06/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
4/06/2004;68;SANTANDER;68001;BUCARAMANGA;1
9/06/2004;81;ARAUCA;81001;ARAUCA;1
10/06/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
11/06/2004;5;ANTIOQUIA;5266;ENVIGADO;1
11/06/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
15/06/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
16/06/2004;5;ANTIOQUIA;5001;MEDELLIN;1
16/06/2004;76;VALLE DEL CAUCA;76001;CALI;1
25/06/2004;5;ANTIOQUIA;5001;MEDELLIN;1
25/06/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
26/06/2004;76;VALLE DEL CAUCA;76001;CALI;1
29/06/2004;8;ATLÁNTICO;8638;SABANALARGA;1
1/07/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
2/07/2004;5;ANTIOQUIA;5001;MEDELLIN;1
2/07/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
7/07/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/07/2004;66;RISARALDA;66440;MARSELLA;1
15/07/2004;5;ANTIOQUIA;5001;MEDELLIN;1
15/07/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/07/2004;41;HUILA;41001;NEIVA;1
16/07/2004;5;ANTIOQUIA;5001;MEDELLIN;1
16/07/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
21/07/2004;5;ANTIOQUIA;5360;ITAGUI;1
23/07/2004;68;SANTANDER;68001;BUCARAMANGA;1
28/07/2004;5;ANTIOQUIA;5001;MEDELLIN;1
29/07/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
30/07/2004;5;ANTIOQUIA;5001;MEDELLIN;1
4/08/2004;5;ANTIOQUIA;5001;MEDELLIN;1
6/08/2004;76;VALLE DEL CAUCA;76001;CALI;1
11/08/2004;17;CALDAS;17001;MANIZALES;1
12/08/2004;13;BOLÍVAR;13001;CARTAGENA;1
12/08/2004;50;META;50313;GRANADA;1
26/08/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
28/08/2004;19;CAUCA;19698;SANTANDER DE QUILICHAO;1
8/09/2004;5;ANTIOQUIA;5001;MEDELLIN;1
22/09/2004;13;BOLÍVAR;13836;TURBACO;1
23/09/2004;5;ANTIOQUIA;5360;ITAGUI;1
23/09/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/09/2004;76;VALLE DEL CAUCA;76001;CALI;1
27/09/2004;73;TOLIMA;73001;IBAGUE;1
11/10/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
12/10/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
13/10/2004;76;VALLE DEL CAUCA;76001;CALI;1
21/10/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
22/10/2004;5;ANTIOQUIA;5001;MEDELLIN;1
25/10/2004;76;VALLE DEL CAUCA;76001;CALI;1
27/10/2004;44;LA GUAJIRA;44855;URUMITA;1
28/10/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
29/10/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
2/11/2004;20;CESAR;20001;VALLEDUPAR;1
4/11/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
4/11/2004;25;CUNDINAMARCA;25899;ZIPAQUIRA;1
17/11/2004;76;VALLE DEL CAUCA;76001;CALI;1
21/11/2004;76;VALLE DEL CAUCA;76001;CALI;1
22/11/2004;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
23/11/2004;5;ANTIOQUIA;5001;MEDELLIN;1
23/11/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
24/11/2004;19;CAUCA;19256;EL TAMBO;1
25/11/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
29/11/2004;66;RISARALDA;66318;GUATICA;1
30/11/2004;5;ANTIOQUIA;5001;MEDELLIN;1
10/12/2004;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/12/2004;41;HUILA;41298;GARZON;1
15/12/2004;23;CÓRDOBA;23001;MONTERIA;1
21/12/2004;73;TOLIMA;73443;MARIQUITA;1
6/01/2005;76;VALLE DEL CAUCA;76001;CALI;1
12/01/2005;19;CAUCA;19212;CORINTO;1
13/01/2005;23;CÓRDOBA;23580;PUERTO LIBERTADOR;1
21/01/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
22/01/2005;5;ANTIOQUIA;5001;MEDELLIN;1
25/01/2005;25;CUNDINAMARCA;25151;CAQUEZA;1
26/01/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
26/01/2005;73;TOLIMA;73408;LERIDA;1
28/01/2005;5;ANTIOQUIA;5001;MEDELLIN;1
2/02/2005;41;HUILA;41026;ALTAMIRA;1
10/02/2005;5;ANTIOQUIA;5001;MEDELLIN;1
10/02/2005;19;CAUCA;19517;PAEZ;1
21/02/2005;5;ANTIOQUIA;5631;SABANETA;1
28/02/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/03/2005;5;ANTIOQUIA;5001;MEDELLIN;1
4/03/2005;15;BOYACÁ;15759;SOGAMOSO;1
7/03/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
7/03/2005;76;VALLE DEL CAUCA;76001;CALI;1
9/03/2005;76;VALLE DEL CAUCA;76001;CALI;1
11/03/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
17/03/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;2
6/04/2005;15;BOYACÁ;15051;ARCABUCO;1
8/04/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
20/04/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
25/04/2005;76;VALLE DEL CAUCA;76001;CALI;1
27/04/2005;68;SANTANDER;68861;VELEZ;1
10/05/2005;5;ANTIOQUIA;5001;MEDELLIN;1
15/05/2005;54;NORTE DE SANTANDER;54720;SARDINATA;1
19/05/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
21/05/2005;15;BOYACÁ;15176;CHIQUINQUIRA;1
27/05/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
27/05/2005;85;CASANARE;85300;SABANALARGA;1
9/06/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
10/06/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
17/06/2005;66;RISARALDA;66045;APIA;1
20/06/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
23/06/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/07/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
2/07/2005;76;VALLE DEL CAUCA;76001;CALI;1
6/07/2005;76;VALLE DEL CAUCA;76001;CALI;1
8/07/2005;5;ANTIOQUIA;5001;MEDELLIN;1
15/07/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/07/2005;76;VALLE DEL CAUCA;76001;CALI;1
25/07/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
4/08/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
8/08/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
10/08/2005;25;CUNDINAMARCA;25430;MADRID;1
12/08/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
18/08/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/08/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/08/2005;68;SANTANDER;68679;SAN GIL;1
29/08/2005;68;SANTANDER;68081;BARRANCABERMEJA;1
1/09/2005;5;ANTIOQUIA;5001;MEDELLIN;1
1/09/2005;76;VALLE DEL CAUCA;76001;CALI;1
6/09/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
6/09/2005;17;CALDAS;17877;VITERBO;1
8/09/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
19/09/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
21/09/2005;25;CUNDINAMARCA;25779;SUSA;1
29/09/2005;25;CUNDINAMARCA;25307;GIRARDOT;1
29/09/2005;41;HUILA;41503;OPORAPA;1
4/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
5/10/2005;25;CUNDINAMARCA;25175;CHIA;1
7/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
10/10/2005;54;NORTE DE SANTANDER;54261;EL ZULIA;1
11/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
14/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
20/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
24/10/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;2
24/10/2005;15;BOYACÁ;15759;SOGAMOSO;1
24/10/2005;23;CÓRDOBA;23001;MONTERIA;1
26/10/2005;17;CALDAS;17877;VITERBO;1
8/11/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
9/11/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
15/11/2005;8;ATLÁNTICO;8001;BARRANQUILLA;1
18/11/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
22/11/2005;5;ANTIOQUIA;5001;MEDELLIN;1
23/11/2005;50;META;50001;VILLAVICENCIO;1
30/11/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/12/2005;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
1/12/2005;73;TOLIMA;73443;MARIQUITA;1
2/12/2005;19;CAUCA;19256;EL TAMBO;1
13/12/2005;5;ANTIOQUIA;5088;BELLO;1
20/12/2005;5;ANTIOQUIA;5001;MEDELLIN;1
20/12/2005;68;SANTANDER;68001;BUCARAMANGA;1
20/12/2005;70;SUCRE;70717;SAN PEDRO;1
21/12/2005;41;HUILA;41306;GIGANTE;1
29/12/2005;5;ANTIOQUIA;5360;ITAGUI;1
10/01/2006;50;META;50606;RESTREPO;1
10/01/2006;70;SUCRE;70215;COROZAL;1
12/01/2006;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
12/01/2006;76;VALLE DEL CAUCA;76364;JAMUNDI;1
13/01/2006;47;MAGDALENA;47001;SANTA MARTA;1
16/01/2006;94;GUAINÍA;94001;INIRIDA;1
17/01/2006;44;LA GUAJIRA;44001;RIOHACHA;1
24/01/2006;5;ANTIOQUIA;5001;MEDELLIN;1
24/01/2006;86;PUTUMAYO;86573;LEGUIZAMO;1
25/01/2006;5;ANTIOQUIA;5001;MEDELLIN;1
27/01/2006;76;VALLE DEL CAUCA;76001;CALI;1
3/02/2006;5;ANTIOQUIA;5001;MEDELLIN;1
10/02/2006;5;ANTIOQUIA;5001;MEDELLIN;1
10/02/2006;23;CÓRDOBA;23001;MONTERIA;1
10/02/2006;76;VALLE DEL CAUCA;76001;CALI;1
16/02/2006;76;VALLE DEL CAUCA;76130;CANDELARIA;1
27/02/2006;19;CAUCA;19573;PUERTO TEJADA;1
28/02/2006;11;BOGOTÁ D.C.;11001;BOGOTA, D.C.;1
3/03/2006;5;ANTIOQUIA;5001;MEDELLIN;1
8/03/2006;8;ATLÁNTICO;8001;BARRANQUILLA;1
16/03/2006;23;CÓRDOBA;23162;CERETE;1
17/03/2006;47;MAGDALENA;47001;SANTA MARTA;1
24/03/2006;8;ATLÁNTICO;8001;BARRANQUILLA;2
